	index	raw_category	category	count	nyuId	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	OpenSceneMatterport3D40Label	OpenSceneMatterport3D40Index	OpenSceneMatterport3D40Count	OpenSceneMatterport3D80Label	OpenSceneMatterport3D80Index	OpenSceneMatterport3D80Count	OpenSceneMatterport3D160Label	OpenSceneMatterport3D160Index	OpenSceneMatterport3D160Count
1229	1230	telescope	telescope	1	467.0	40.0	7.0	telescope	otherprop	Objects					n04403638	telescope.n.01	39	objects		0	0		0	0		0	0
1230	1231	shower hoses	shower hose	1	669.0	40.0	7.0	shower hose	otherprop	Objects							40	misc		0	0		0	0		0	0
1231	1232	step;	step	1		38.0	7.0		otherstructure	Objects					n04314914	step.n.04	16	stairs		0	0		0	0		0	0
1232	1233	bathtub platform	bathtub platform	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1233	1234	sauna seats	seat	1	524.0	39.0	6.0	furniture	otherfurniture	Furniture					n04161981	seat.n.03	34	seating		0	0		0	0	furniture	84	26
1234	1235	bucker	bucket	1	427.0	40.0	7.0	bucket	otherprop	Objects					n02909870	bucket.n.01	39	objects		0	0	bucket	80	28	bucket	80	28
1235	1236	ac	air conditioner	1	79.0	38.0	7.0	air conditioner	otherstructure	Objects					n02686379	air_conditioner.n.01	39	objects		0	0		0	0	air conditioner	86	26
1236	1237	unknown / remove	unknown/remove	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1237	1238	art / statue	art/statue	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1238	1239	dinner table	dinner table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
1239	1240	storage	storage	1											n03744276	memory.n.04	39	objects		0	0		0	0		0	0
1240	1241	unknown kitchen stuff	unknown kitchen stuff	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1241	1242	alamari	wardrobe	1	772.0	39.0	6.0	wardrobe	otherfurniture	Furniture	wardrobe				n04550184	wardrobe.n.01	36	furniture		0	0	wardrobe	52	64	wardrobe	52	64
1242	1243	cement drum	cement drum	1	145.0	40.0	7.0	drum	otherprop	Objects							40	misc		0	0		0	0	drum	140	7
1243	1244	kitchen cupboard	kitchen cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture					n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1244	1245	platter	platter	1	129.0	40.0	7.0	platter	otherprop	Objects							40	misc		0	0		0	0		0	0
1245	1246	large chunk of art	chunk of art	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1246	1247	dushbin	dustbin	1	307.0	40.0	7.0	bin	otherprop	Objects			trash_bin	2747177.0	n02747177	ashcan.n.01	39	objects		0	0	bin	69	37	bin	69	37
1247	1248	couch pillows	pillow	1	119.0	18.0	7.0	pillow	pillow	Objects			pillow	3938244.0	n03938244	pillow.n.01	8	cushion	pillow	8	1335	pillow	8	1335	pillow	8	1335
1248	1249	ceiling /other room	ceiling /otherroom	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1249	1250	object on cutting board	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
1250	1251	show wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1251	1252	robes	robe	1		40.0	7.0		otherprop	Objects					n04097866	robe.n.01	38	clothes		0	0		0	0		0	0
1252	1253	cusion	cushion	1	119.0	18.0	7.0	pillow	pillow	Objects					n03151500	cushion.n.03	8	cushion	pillow	8	1335	pillow	8	1335	pillow	8	1335
1253	1254	column /outside	column /outside	1	94.0	38.0	7.0	column	otherstructure	Objects					n03074380	column.n.06	40	misc	column	22	243	column	22	243	column	22	243
1254	1255	hanging clothes	hanging clothes	1	141.0	21.0	7.0	clothes	clothes	Objects					n02728440	apparel.n.01	38	clothes	clothes	36	125	clothes	36	125	clothes	36	125
1255	1256	newspaper basket	newspaper basket	1	39.0	40.0	7.0	basket	otherprop	Objects			basket	2801938.0	n02801938	basket.n.01	39	objects		0	0	basket	61	52	basket	61	52
1256	1257	towels in a bowl	towel	1	135.0	27.0	7.0	towel	towel	Objects					n04459362	towel.n.01	20	towel	towel	15	437	towel	15	437	towel	15	437
1257	1258	detached door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1258	1259	big door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1259	1260	wall molding	molding	1		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
1260	1261	bed / other room	bed /otherroom	1	157.0	4.0	1.0	bed	bed	Bed	bed	bed	bed	2818832.0	n02818832	bed.n.01	11	bed	bed	19	270	bed	19	270	bed	19	270
1261	1262	window /w pictures	window /w pictures	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1262	1263	ceiling corridor	ceiling corridor	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1263	1264	rotunda base	rotunda	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1264	1265	fire extinguisher'	fire extinguisher	1	10.0	40.0	7.0	fire extinguisher	otherprop	Objects					n03345837	fire_extinguisher.n.01	39	objects		0	0		0	0	fire extinguisher	87	24
1265	1266	unicycle	unicycle	1		40.0	7.0		otherprop	Objects					n04509417	unicycle.n.01	39	objects		0	0		0	0		0	0
1266	1267	ceiling under balcony	ceiling /otherroom	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1267	1268	laundary machines	laundry machine	1	220.0	40.0	7.0	machine	otherprop	Objects							40	misc		0	0		0	0		0	0
1268	1269	nightstand /reflection	nightstand /reflection	1	158.0	32.0	6.0	night stand	night stand	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	night stand	20	275	night stand	20	275	night stand	20	275
1269	1270	pile of magazines	pile of magazines	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1270	1271	wall of statue inset	wall of statue inset	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1271	1272	cosmetic	cosmetic	1		40.0	7.0		otherprop	Objects					n03113152	cosmetic.n.01	39	objects		0	0		0	0		0	0
1272	1273	unknown item	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
1273	1274	side steps 4	step	1		38.0	7.0		otherstructure	Objects					n04314914	step.n.04	16	stairs		0	0		0	0		0	0
1274	1275	kitchen table	kitchen table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n03620967	kitchen_table.n.01	5	table	table	12	691	table	12	691	table	12	691
1275	1276	round footstool	round footstool	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1276	1277	firewood holder	firewood holder	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1277	1278	flag	flag	1	405.0	40.0	7.0	flag	otherprop	Objects							40	misc		0	0		0	0		0	0
1278	1279	window frame and shelves	window frame and shelves	1	42.0	15.0	6.0	shelves	shelves	Furniture							40	misc	shelves	17	417	shelves	17	417	shelves	17	417
1279	1280	towel ring	towel ring	1		40.0	7.0		otherprop	Objects					n04460038	towel_ring.n.01	39	objects		0	0		0	0		0	0
1280	1281	window frame /reflection	window frame /reflection	1	477.0	38.0	7.0	window frame	otherstructure	Objects					n04589593	window_frame.n.01	9	window		0	0		0	0		0	0
1281	1282	basket of something	basket of something	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1282	1283	towel rod	towel rod	1	134.0	38.0	7.0	towel rod	otherstructure	Objects							40	misc		0	0		0	0		0	0
1283	1284	window /reflection	window /reflection	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1284	1285	paper storage	paper storage	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1285	1286	t.v	tv	1	172.0	25.0	11.0	television	television	TV			tv or monitor	3211117.0	n03211117	display.n.06	22	tv_monitor	television	27	204	television	27	204	television	27	204
1286	1287	kitchen bell	kitchen bell	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1287	1288	ceiling from another room	ceiling /otherroom	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1288	1289	throw blanket	throw blanket	1	312.0	40.0	7.0	blanket	otherprop	Objects							40	misc		0	0		0	0	blanket	92	21
1289	1290	wall post	wall post	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1290	1291	sink pipe	sink pipe	1	41.0	40.0	7.0	pipe	otherprop	Objects							40	misc		0	0	pipe	53	62	pipe	53	62
1291	1292	workstation	workstation	1	46.0	40.0	7.0	computer	otherprop	Objects					n04603399	workstation.n.01	39	objects		0	0		0	0	computer	149	7
1292	1293	room 1 wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1293	1294	storage space	storage space	1	645.0	38.0	7.0	storage space	otherstructure	Objects					n04328946	storage_space.n.01	40	misc		0	0		0	0		0	0
1294	1295	mattress	bed	1	157.0	4.0	1.0	bed	bed	Bed	bed	bed	bed	2818832.0	n02818832	bed.n.01	11	bed	bed	19	270	bed	19	270	bed	19	270
1295	1296	kitchen handle	kitchen handle	1	758.0	40.0	7.0	handle	otherprop	Objects					n03485997	handle.n.01	39	objects		0	0		0	0	handle	93	20
1296	1297	bed side table	nightstand	1	158.0	32.0	6.0	night stand	night stand	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	night stand	20	275	night stand	20	275	night stand	20	275
1297	1298	lookout	lookout	1		40.0	7.0		otherprop	Objects					n03688943	lookout.n.03	40	misc		0	0		0	0		0	0
1298	1299	bag of sand	bag of sand	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1299	1300	walll	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1300	1301	kitchen countertop object'	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
1301	1302	bed rest	headboard	1	161.0	39.0	6.0	headboard	otherfurniture	Furniture					n03502200	headboard.n.01	11	bed		0	0	headboard	79	33	headboard	79	33
1302	1303	furniture 2	furniture	1	524.0	39.0	6.0	furniture	otherfurniture	Furniture					n03405725	furniture.n.01	36	furniture		0	0		0	0	furniture	84	26
1303	1304	wall ac vent	vent	1	25.0	38.0	7.0	air vent	otherstructure	Objects					n04526241	vent.n.01	40	misc	air vent	39	101	air vent	39	101	air vent	39	101
1304	1305	dumbbells	dumbbell	1		40.0	7.0		otherprop	Objects					n03255030	dumbbell.n.01	33	gym_equipment		0	0		0	0		0	0
1305	1306	weight	weight	1		40.0	7.0		otherprop	Objects					n04571292	weight.n.02	33	gym_equipment		0	0		0	0		0	0
1306	1307	fixture	fixture	1		40.0	7.0		otherprop	Objects					n03354613	fixture.n.01	39	objects		0	0		0	0		0	0
1307	1308	llight	light	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
1308	1309	show space	show space	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1309	1310	recessed cubby	recessed cubby	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1310	1311	oven hood	range hood	1	380.0	38.0	7.0	range hood	otherstructure	Objects	range_hood				n04053677	range_hood.n.01	39	objects		0	0		0	0	range hood	142	7
1311	1312	counter doors	counter door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1312	1313	roof grill	roof grill	1	700.0	38.0	7.0	grill	otherstructure	Objects							40	misc		0	0		0	0		0	0
1313	1314	shower dial	shower dial	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1314	1315	riser	riser	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1315	1316	plant ornament	plant ornament	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1316	1317	floor stand	floor stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1317	1318	fruit	fruit	1	286.0	40.0	7.0	fruit	otherprop	Objects					n13134947	fruit.n.01	39	objects		0	0		0	0		0	0
1318	1319	frige	refrigerator	1	17.0	24.0	6.0	refridgerator	refridgerator	Furniture					n04070727	refrigerator.n.01	37	appliances		0	0	refridgerator	50	65	refridgerator	50	65
1319	1320	stairwell	stairwell	1		40.0	7.0		otherprop	Objects					n04298661	stairwell.n.01	16	stairs		0	0		0	0		0	0
1320	1321	trash bag	trash bag	1	55.0	37.0	7.0	bag	bag	Objects							40	misc		0	0		0	0	bag	118	11
1321	1322	cups	cup	1	35.0	40.0	7.0	cup	otherprop	Objects	cup		cup or mug	3797390.0	n03797390	mug.n.04	39	objects		0	0		0	0	cup	104	16
1322	1323	photo mount	photo mount	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1323	1324	drawers for clothes	drawers for clothes	1	141.0	21.0	7.0	clothes	clothes	Objects							40	misc	clothes	36	125	clothes	36	125	clothes	36	125
1324	1325	strange ceiling	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1325	1326	bilow	billow	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1326	1327	ceilng	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1327	1328	bathroom towel	bathroom towel	1	135.0	27.0	7.0	towel	towel	Objects					n04459362	towel.n.01	20	towel	towel	15	437	towel	15	437	towel	15	437
1328	1329	john	john	1		40.0	7.0		otherprop	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet		0	0		0	0		0	0
1329	1330	refrigerator cabinet	refrigerator cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1330	1331	fish picture	fish picture	1	64.0	11.0	8.0	picture	picture	Picture							40	misc	picture	5	2125	picture	5	2125	picture	5	2125
1331	1332	painting frame	painting frame	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1332	1333	display table	display table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
1333	1334	round seat	round seat	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1334	1335	lower floor	floor	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1335	1336	lid	lid	1	533.0	40.0	7.0	lid	otherprop	Objects							40	misc		0	0		0	0		0	0
1336	1337	bonsai tree	bonsai tree	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1337	1338	window3	window	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1338	1339	window2	window	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1339	1340	window1	window	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1340	1341	window5	window	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1341	1342	shower floor surround	shower floor	1	11.0	2.0	5.0	floor	floor	Floor					n04208936	shower.n.01	23	shower	floor	4	2252	floor	4	2252	floor	4	2252
1342	1343	folders	folder	1	69.0	40.0	7.0	folder	otherprop	Objects					n03376279	folder.n.02	39	objects		0	0		0	0		0	0
1343	1344	decorative plant	decorative plant	1	82.0	40.0	7.0	plant	otherprop	Objects	plant						40	misc	plant	13	632	plant	13	632	plant	13	632
1344	1345	cooker unit	cooker unit	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1345	1346	towel holder	towel holder	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1346	1347	laundrybag	laundry bag	1	55.0	37.0	7.0	bag	bag	Objects							40	misc		0	0		0	0	bag	118	11
1347	1348	bathroom utencil	bathroom utensil	1	267.0	40.0	7.0	utensil	otherprop	Objects					n04516672	utensil.n.01	39	objects		0	0		0	0	utensil	132	8
1348	1349	wine bottles	wine bottle	1	333.0	40.0	7.0	wine bottle	otherprop	Objects	bottle		wine bottle	4591713.0	n04591713	wine_bottle.n.01	39	objects		0	0		0	0		0	0
1349	1350	high shelf	high shelf	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1350	1351	loveseat	couch	1	83.0	6.0	9.0	sofa	sofa	Sofa	sofa	sofa	sofa	4256520.0	n04256520	sofa.n.01	10	sofa	sofa	18	290	sofa	18	290	sofa	18	290
1351	1352	couch pillow	pillow	1	119.0	18.0	7.0	pillow	pillow	Objects			pillow	3938244.0	n03938244	pillow.n.01	8	cushion	pillow	8	1335	pillow	8	1335	pillow	8	1335
1352	1353	ceiling molding	ceiling molding	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1353	1354	firewook	firewood	1		40.0	7.0		otherprop	Objects					n15100644	firewood.n.01	40	misc		0	0		0	0		0	0
1354	1355	door /otherroom	door /otherroom	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1355	1356	toaster?	toaster	1	251.0	40.0	7.0	toaster	otherprop	Objects					n04442312	toaster.n.02	37	appliances		0	0		0	0		0	0
1356	1357	foodstand	food stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1357	1358	weight bench	weight bench	1	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
1358	1359	floor / room above	floor /otherroom	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1359	1360	mini fridge	mini fridge	1	17.0	24.0	6.0	refridgerator	refridgerator	Furniture					n03273913	electric_refrigerator.n.01	37	appliances		0	0	refridgerator	50	65	refridgerator	50	65
1360	1361	bars	bar	1	51.0	38.0	7.0	bar	otherstructure	Objects					n02788689	bar.n.03	39	objects		0	0		0	0	bar	124	10
1361	1362	lion	lion	1	594.0	40.0	7.0	cat	otherprop	Objects					n02129165	lion.n.01	39	objects		0	0		0	0		0	0
1362	1363	cuddly toy	cuddly toy	1	389.0	40.0	7.0	toy	otherprop	Objects							40	misc		0	0		0	0	toy	144	6
1363	1364	toilet stall	toilet stall	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1364	1365	copier machine	copier machine	1	220.0	40.0	7.0	machine	otherprop	Objects							40	misc		0	0		0	0		0	0
1365	1366	raised platform	platform	1		38.0	7.0		otherstructure	Objects							40	misc		0	0		0	0		0	0
1366	1367	bell	bell	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1367	1368	fireextinctioms	fire extinguisher	1	10.0	40.0	7.0	fire extinguisher	otherprop	Objects					n03345837	fire_extinguisher.n.01	39	objects		0	0		0	0	fire extinguisher	87	24
1368	1369	table vase	table vase	1	78.0	40.0	7.0	vase	otherprop	Objects	vase						40	misc	vase	26	205	vase	26	205	vase	26	205
1369	1370	bedroom ceiling	bedroom ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling							40	misc	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1370	1371	ceiling \other room	ceiling /otherroom	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
1371	1372	chair parts	chair part	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1372	1373	door / window	door/window	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1373	1374	closet mirror wall	closet mirror wall	1	21.0	1.0	12.0	wall	wall	Wall							40	misc	wall	1	7667	wall	1	7667	wall	1	7667
1374	1375	beam across top of arch	beam across top of arch	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1375	1376	fireplace utensils	fireplace utensil	1	267.0	40.0	7.0	utensil	otherprop	Objects							40	misc		0	0		0	0	utensil	132	8
1376	1377	liight	light	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
1377	1378	self side	self side	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1378	1379	kitchen faucet	faucet	1	9.0	40.0	7.0	faucet	otherprop	Objects			faucet	3325088.0	n03325088	faucet.n.01	39	objects	faucet	40	97	faucet	40	97	faucet	40	97
1379	1380	candle holder	candle holder	1	148.0	40.0	7.0	candlestick	otherprop	Objects					n02948557	candlestick.n.01	39	objects		0	0		0	0	candlestick	115	12
1380	1381	mirror/other room	mirror /otherroom	1	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
1381	1382	hall top	hall top	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1382	1383	decoration / other room	decoration /otherroom	1		40.0	7.0		otherprop	Objects					n03169390	decoration.n.01	39	objects		0	0		0	0		0	0
1383	1384	shower hose	shower hose	1	669.0	40.0	7.0	shower hose	otherprop	Objects							40	misc		0	0		0	0		0	0
1384	1385	bottle of detergent	bottle of detergent	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1385	1386	box opening	box opening	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1386	1387	hunting trohpy	hunting trophy	1	547.0	40.0	7.0	trophy	otherprop	Objects							40	misc		0	0		0	0		0	0
1387	1388	rack with pool cues	rack	1	50.0	39.0	6.0	stand	otherfurniture	Furniture					n04038440	rack.n.05	31	shelving		0	0	stand	55	62	stand	55	62
1388	1389	stack	stack	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1389	1390	bed stand	bed stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
1390	1391	planter curb	planter curb	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1391	1392	garage door motor	garage door motor	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1392	1393	entry	entry	1		40.0	7.0		otherprop	Objects					n03290771	entrance.n.01	40	misc		0	0		0	0		0	0
1393	1394	a-frame sign	a-frame sign	1	208.0	40.0	7.0	sign	otherprop	Objects							40	misc		0	0		0	0	sign	85	25
1394	1395	cuboid	cuboid	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1395	1396	shelf with jars	shelf	1	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
1396	1397	wall top	wall top	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1397	1398	window4	window	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
1398	1399	bath faucet	bath faucet	1	9.0	40.0	7.0	faucet	otherprop	Objects			faucet	3325088.0	n03325088	faucet.n.01	39	objects	faucet	40	97	faucet	40	97	faucet	40	97
1399	1400	statue / art	statue/art	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1400	1401	cabinet /w clutter	cabinet /w clutter	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
1401	1402	workout bike	workout bike	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1402	1403	closet area for hanging clothes	closet area for hanging clothes	1	141.0	21.0	7.0	clothes	clothes	Objects							40	misc	clothes	36	125	clothes	36	125	clothes	36	125
1403	1404	vase \other room	vase /otherroom	1	78.0	40.0	7.0	vase	otherprop	Objects	vase		jar	3593526.0	n04522168	vase.n.01	39	objects	vase	26	205	vase	26	205	vase	26	205
1404	1405	art / muscle shell	art/muscle shell	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1405	1406	center island	island	1	456.0	38.0	7.0	kitchen island	otherstructure	Objects					n03620600	kitchen_island.n.01	26	counter		0	0		0	0	kitchen island	99	18
1406	1407	dedore	decor	1		40.0	7.0		otherprop	Objects					n03579355	interior_decoration.n.01	39	objects		0	0		0	0		0	0
1407	1408	dome roof	dome roof	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1408	1409	chair /w clutter	chair /w clutter	1	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
1409	1410	basket of objects (popcorn?)	basket	1	39.0	40.0	7.0	basket	otherprop	Objects			basket	2801938.0	n02801938	basket.n.01	39	objects		0	0	basket	61	52	basket	61	52
1410	1411	outer side wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1411	1412	top floor	floor	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
1412	1413	pelt	pelt	1		40.0	7.0		otherprop	Objects					n01895735	hide.n.02	39	objects		0	0		0	0		0	0
1413	1414	washer-dryer	washer-dryer	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1414	1415	yellow egg shaped vase	yellow egg shaped vase	1	78.0	40.0	7.0	vase	otherprop	Objects	vase						40	misc	vase	26	205	vase	26	205	vase	26	205
1415	1416	entry table	table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
1416	1417	domino decoration	domino decoration	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1417	1418	pc tower	pc tower	1		40.0	7.0		otherprop	Objects			tower	4460130.0	n04460130	tower.n.01	40	misc		0	0		0	0		0	0
1418	1419	unknown/ other room	unknown /otherroom	1	20.0	40.0	7.0	unknown	otherprop	Objects					n08632096	unknown.n.01	41	unlabeled		0	0		0	0		0	0
1419	1420	bathroom glass	bathroom glass	1	612.0	38.0	7.0	glass	otherstructure	Objects					n03438257	glass.n.02	39	objects		0	0		0	0	glass	102	16
1420	1421	chanellier	chandelier	1	342.0	38.0	7.0	chandelier	otherstructure	Objects					n03005285	chandelier.n.01	28	lighting		0	0	chandelier	62	48	chandelier	62	48
